PassengerId,Age,Fare,Family,Pclass_2,Sex_0,Sex_1,Survived
84.0,28.0,47.1,0.0,0.0,0.0,1.0,0
85.0,17.0,10.5,0.0,0.0,1.0,0.0,1
86.0,33.0,15.85,3.0,1.0,1.0,0.0,1
87.0,16.0,34.375,4.0,1.0,0.0,1.0,0
88.0,29.64209269662921,8.05,0.0,1.0,0.0,1.0,0
89.0,23.0,263.0,5.0,0.0,1.0,0.0,1
90.0,24.0,8.05,0.0,1.0,0.0,1.0,0
91.0,29.0,8.05,0.0,1.0,0.0,1.0,0
92.0,20.0,7.8542,0.0,1.0,0.0,1.0,0
93.0,46.0,61.175,1.0,0.0,0.0,1.0,0
94.0,26.0,20.575,3.0,1.0,0.0,1.0,0
95.0,59.0,7.25,0.0,1.0,0.0,1.0,0
96.0,29.64209269662921,8.05,0.0,1.0,0.0,1.0,0
97.0,71.0,34.6542,0.0,0.0,0.0,1.0,0
98.0,23.0,63.3583,1.0,0.0,0.0,1.0,1
99.0,34.0,23.0,1.0,0.0,1.0,0.0,1
100.0,34.0,26.0,1.0,0.0,0.0,1.0,0
101.0,28.0,7.8958,0.0,1.0,1.0,0.0,0
102.0,29.64209269662921,7.8958,0.0,1.0,0.0,1.0,0
103.0,21.0,77.2875,1.0,0.0,0.0,1.0,0
104.0,33.0,8.6542,0.0,1.0,0.0,1.0,0
105.0,37.0,7.925,2.0,1.0,0.0,1.0,0
106.0,28.0,7.8958,0.0,1.0,0.0,1.0,0
107.0,21.0,7.65,0.0,1.0,1.0,0.0,1
108.0,29.64209269662921,7.775,0.0,1.0,0.0,1.0,1
109.0,38.0,7.8958,0.0,1.0,0.0,1.0,0
110.0,29.64209269662921,24.15,1.0,1.0,1.0,0.0,1
111.0,47.0,52.0,0.0,0.0,0.0,1.0,0
112.0,14.5,14.4542,1.0,1.0,1.0,0.0,0
113.0,22.0,8.05,0.0,1.0,0.0,1.0,0
114.0,20.0,9.825,1.0,1.0,1.0,0.0,0
115.0,17.0,14.4583,0.0,1.0,1.0,0.0,0
116.0,21.0,7.925,0.0,1.0,0.0,1.0,0
117.0,70.5,7.75,0.0,1.0,0.0,1.0,0
118.0,29.0,21.0,1.0,0.0,0.0,1.0,0
119.0,24.0,247.5208,1.0,0.0,0.0,1.0,0
120.0,2.0,31.275,6.0,1.0,1.0,0.0,0
121.0,21.0,73.5,2.0,0.0,0.0,1.0,0
122.0,29.64209269662921,8.05,0.0,1.0,0.0,1.0,0
123.0,32.5,30.0708,1.0,0.0,0.0,1.0,0
124.0,32.5,13.0,0.0,0.0,1.0,0.0,1
125.0,54.0,77.2875,1.0,0.0,0.0,1.0,0
126.0,12.0,11.2417,1.0,1.0,0.0,1.0,1
127.0,29.64209269662921,7.75,0.0,1.0,0.0,1.0,0
128.0,24.0,7.1417,0.0,1.0,0.0,1.0,1
129.0,29.64209269662921,22.3583,2.0,1.0,1.0,0.0,1
130.0,45.0,6.975,0.0,1.0,0.0,1.0,0
131.0,33.0,7.8958,0.0,1.0,0.0,1.0,0
132.0,20.0,7.05,0.0,1.0,0.0,1.0,0
133.0,47.0,14.5,1.0,1.0,1.0,0.0,0
134.0,29.0,26.0,1.0,0.0,1.0,0.0,1
135.0,25.0,13.0,0.0,0.0,0.0,1.0,0
136.0,23.0,15.0458,0.0,0.0,0.0,1.0,0
137.0,19.0,26.2833,2.0,0.0,1.0,0.0,1
138.0,37.0,53.1,1.0,0.0,0.0,1.0,0
139.0,16.0,9.2167,0.0,1.0,0.0,1.0,0
140.0,24.0,79.2,0.0,0.0,0.0,1.0,0
141.0,29.64209269662921,15.2458,2.0,1.0,1.0,0.0,0
142.0,22.0,7.75,0.0,1.0,1.0,0.0,1
143.0,24.0,15.85,1.0,1.0,1.0,0.0,1
144.0,19.0,6.75,0.0,1.0,0.0,1.0,0
145.0,18.0,11.5,0.0,0.0,0.0,1.0,0
146.0,19.0,36.75,2.0,0.0,0.0,1.0,0
147.0,27.0,7.7958,0.0,1.0,0.0,1.0,1
148.0,9.0,34.375,4.0,1.0,1.0,0.0,0
149.0,36.5,26.0,2.0,0.0,0.0,1.0,0
150.0,42.0,13.0,0.0,0.0,0.0,1.0,0
151.0,51.0,12.525,0.0,0.0,0.0,1.0,0
152.0,22.0,66.6,1.0,0.0,1.0,0.0,1
153.0,55.5,8.05,0.0,1.0,0.0,1.0,0
154.0,40.5,14.5,2.0,1.0,0.0,1.0,0
155.0,29.64209269662921,7.3125,0.0,1.0,0.0,1.0,0
156.0,51.0,61.3792,1.0,0.0,0.0,1.0,0
157.0,16.0,7.7333,0.0,1.0,1.0,0.0,1
158.0,30.0,8.05,0.0,1.0,0.0,1.0,0
159.0,29.64209269662921,8.6625,0.0,1.0,0.0,1.0,0
160.0,29.64209269662921,69.55,10.0,1.0,0.0,1.0,0
161.0,44.0,16.1,1.0,1.0,0.0,1.0,0
162.0,40.0,15.75,0.0,0.0,1.0,0.0,1
163.0,26.0,7.775,0.0,1.0,0.0,1.0,0
164.0,17.0,8.6625,0.0,1.0,0.0,1.0,0
165.0,1.0,39.6875,5.0,1.0,0.0,1.0,0
166.0,9.0,20.525,2.0,1.0,0.0,1.0,1
167.0,29.64209269662921,55.0,1.0,0.0,1.0,0.0,1
168.0,45.0,27.9,5.0,1.0,1.0,0.0,0
169.0,29.64209269662921,25.925,0.0,0.0,0.0,1.0,0
170.0,28.0,56.4958,0.0,1.0,0.0,1.0,0
171.0,61.0,33.5,0.0,0.0,0.0,1.0,0
172.0,4.0,29.125,5.0,1.0,0.0,1.0,0
173.0,1.0,11.1333,2.0,1.0,1.0,0.0,1
174.0,21.0,7.925,0.0,1.0,0.0,1.0,0
175.0,56.0,30.6958,0.0,0.0,0.0,1.0,0
176.0,18.0,7.8542,2.0,1.0,0.0,1.0,0
177.0,29.64209269662921,25.4667,4.0,1.0,0.0,1.0,0
178.0,50.0,28.7125,0.0,0.0,1.0,0.0,0
179.0,30.0,13.0,0.0,0.0,0.0,1.0,0
180.0,36.0,0.0,0.0,1.0,0.0,1.0,0
181.0,29.64209269662921,69.55,10.0,1.0,1.0,0.0,0
182.0,29.64209269662921,15.05,0.0,0.0,0.0,1.0,0
183.0,9.0,31.3875,6.0,1.0,0.0,1.0,0
184.0,1.0,39.0,3.0,0.0,0.0,1.0,1
185.0,4.0,22.025,2.0,1.0,1.0,0.0,1
186.0,29.64209269662921,50.0,0.0,0.0,0.0,1.0,0
187.0,29.64209269662921,15.5,1.0,1.0,1.0,0.0,1
188.0,45.0,26.55,0.0,0.0,0.0,1.0,1
189.0,40.0,15.5,2.0,1.0,0.0,1.0,0
190.0,36.0,7.8958,0.0,1.0,0.0,1.0,0
191.0,32.0,13.0,0.0,0.0,1.0,0.0,1
192.0,19.0,13.0,0.0,0.0,0.0,1.0,0
193.0,19.0,7.8542,1.0,1.0,1.0,0.0,1
194.0,3.0,26.0,2.0,0.0,0.0,1.0,1
195.0,44.0,27.7208,0.0,0.0,1.0,0.0,1
196.0,58.0,146.5208,0.0,0.0,1.0,0.0,1
197.0,29.64209269662921,7.75,0.0,1.0,0.0,1.0,0
198.0,42.0,8.4042,1.0,1.0,0.0,1.0,0
199.0,29.64209269662921,7.75,0.0,1.0,1.0,0.0,1
200.0,24.0,13.0,0.0,0.0,1.0,0.0,0
201.0,28.0,9.5,0.0,1.0,0.0,1.0,0
202.0,29.64209269662921,69.55,10.0,1.0,0.0,1.0,0
203.0,34.0,6.4958,0.0,1.0,0.0,1.0,0
204.0,45.5,7.225,0.0,1.0,0.0,1.0,0
205.0,18.0,8.05,0.0,1.0,0.0,1.0,1
206.0,2.0,10.4625,1.0,1.0,1.0,0.0,0
207.0,32.0,15.85,1.0,1.0,0.0,1.0,0
208.0,26.0,18.7875,0.0,1.0,0.0,1.0,1
209.0,16.0,7.75,0.0,1.0,1.0,0.0,1
210.0,40.0,31.0,0.0,0.0,0.0,1.0,1
211.0,24.0,7.05,0.0,1.0,0.0,1.0,0
212.0,35.0,21.0,0.0,0.0,1.0,0.0,1
213.0,22.0,7.25,0.0,1.0,0.0,1.0,0
214.0,30.0,13.0,0.0,0.0,0.0,1.0,0
215.0,29.64209269662921,7.75,1.0,1.0,0.0,1.0,0
216.0,31.0,113.275,1.0,0.0,1.0,0.0,1
217.0,27.0,7.925,0.0,1.0,1.0,0.0,1
218.0,42.0,27.0,1.0,0.0,0.0,1.0,0
219.0,32.0,76.2917,0.0,0.0,1.0,0.0,1
220.0,30.0,10.5,0.0,0.0,0.0,1.0,0
221.0,16.0,8.05,0.0,1.0,0.0,1.0,1
222.0,27.0,13.0,0.0,0.0,0.0,1.0,0
223.0,51.0,8.05,0.0,1.0,0.0,1.0,0
224.0,29.64209269662921,7.8958,0.0,1.0,0.0,1.0,0
225.0,38.0,90.0,1.0,0.0,0.0,1.0,1
226.0,22.0,9.35,0.0,1.0,0.0,1.0,0
227.0,19.0,10.5,0.0,0.0,0.0,1.0,1
228.0,20.5,7.25,0.0,1.0,0.0,1.0,0
229.0,18.0,13.0,0.0,0.0,0.0,1.0,0
230.0,29.64209269662921,25.4667,4.0,1.0,1.0,0.0,0
231.0,35.0,83.475,1.0,0.0,1.0,0.0,1
232.0,29.0,7.775,0.0,1.0,0.0,1.0,0
233.0,59.0,13.5,0.0,0.0,0.0,1.0,0
234.0,5.0,31.3875,6.0,1.0,1.0,0.0,1
235.0,24.0,10.5,0.0,0.0,0.0,1.0,0
236.0,29.64209269662921,7.55,0.0,1.0,1.0,0.0,0
237.0,44.0,26.0,1.0,0.0,0.0,1.0,0
238.0,8.0,26.25,2.0,0.0,1.0,0.0,1
239.0,19.0,10.5,0.0,0.0,0.0,1.0,0
240.0,33.0,12.275,0.0,0.0,0.0,1.0,0
241.0,29.64209269662921,14.4542,1.0,1.0,1.0,0.0,0
242.0,29.64209269662921,15.5,1.0,1.0,1.0,0.0,1
243.0,29.0,10.5,0.0,0.0,0.0,1.0,0
244.0,22.0,7.125,0.0,1.0,0.0,1.0,0
245.0,30.0,7.225,0.0,1.0,0.0,1.0,0
246.0,44.0,90.0,2.0,0.0,0.0,1.0,0
247.0,25.0,7.775,0.0,1.0,1.0,0.0,0
248.0,24.0,14.5,2.0,0.0,1.0,0.0,1
249.0,37.0,52.5542,2.0,0.0,0.0,1.0,1
250.0,54.0,26.0,1.0,0.0,0.0,1.0,0
251.0,29.64209269662921,7.25,0.0,1.0,0.0,1.0,0
252.0,29.0,10.4625,2.0,1.0,1.0,0.0,0
253.0,62.0,26.55,0.0,0.0,0.0,1.0,0
254.0,30.0,16.1,1.0,1.0,0.0,1.0,0
255.0,41.0,20.2125,2.0,1.0,1.0,0.0,0
256.0,29.0,15.2458,2.0,1.0,1.0,0.0,1
257.0,29.64209269662921,79.2,0.0,0.0,1.0,0.0,1
258.0,30.0,86.5,0.0,0.0,1.0,0.0,1
259.0,35.0,512.3292,0.0,0.0,1.0,0.0,1
260.0,50.0,26.0,1.0,0.0,1.0,0.0,1
261.0,29.64209269662921,7.75,0.0,1.0,0.0,1.0,0
262.0,3.0,31.3875,6.0,1.0,0.0,1.0,1
263.0,52.0,79.65,2.0,0.0,0.0,1.0,0
264.0,40.0,0.0,0.0,0.0,0.0,1.0,0
265.0,29.64209269662921,7.75,0.0,1.0,1.0,0.0,0
266.0,36.0,10.5,0.0,0.0,0.0,1.0,0
267.0,16.0,39.6875,5.0,1.0,0.0,1.0,0
268.0,25.0,7.775,1.0,1.0,0.0,1.0,1
269.0,58.0,153.4625,1.0,0.0,1.0,0.0,1
270.0,35.0,135.6333,0.0,0.0,1.0,0.0,1
271.0,29.64209269662921,31.0,0.0,0.0,0.0,1.0,0
272.0,25.0,0.0,0.0,1.0,0.0,1.0,1
273.0,41.0,19.5,1.0,0.0,1.0,0.0,1
274.0,37.0,29.7,1.0,0.0,0.0,1.0,0
275.0,29.64209269662921,7.75,0.0,1.0,1.0,0.0,1
276.0,63.0,77.9583,1.0,0.0,1.0,0.0,1
277.0,45.0,7.75,0.0,1.0,1.0,0.0,0
278.0,29.64209269662921,0.0,0.0,0.0,0.0,1.0,0
279.0,7.0,29.125,5.0,1.0,0.0,1.0,0
280.0,35.0,20.25,2.0,1.0,1.0,0.0,1
281.0,65.0,7.75,0.0,1.0,0.0,1.0,0
282.0,28.0,7.8542,0.0,1.0,0.0,1.0,0
283.0,16.0,9.5,0.0,1.0,0.0,1.0,0
284.0,19.0,8.05,0.0,1.0,0.0,1.0,1
285.0,29.64209269662921,26.0,0.0,0.0,0.0,1.0,0
286.0,33.0,8.6625,0.0,1.0,0.0,1.0,0
287.0,30.0,9.5,0.0,1.0,0.0,1.0,1
288.0,22.0,7.8958,0.0,1.0,0.0,1.0,0
289.0,42.0,13.0,0.0,0.0,0.0,1.0,1
290.0,22.0,7.75,0.0,1.0,1.0,0.0,1
291.0,26.0,78.85,0.0,0.0,1.0,0.0,1
292.0,19.0,91.0792,1.0,0.0,1.0,0.0,1
293.0,36.0,12.875,0.0,0.0,0.0,1.0,0
294.0,24.0,8.85,0.0,1.0,1.0,0.0,0
295.0,24.0,7.8958,0.0,1.0,0.0,1.0,0
296.0,29.64209269662921,27.7208,0.0,0.0,0.0,1.0,0
297.0,23.5,7.2292,0.0,1.0,0.0,1.0,0
298.0,2.0,151.55,3.0,0.0,1.0,0.0,0
299.0,29.64209269662921,30.5,0.0,0.0,0.0,1.0,1
300.0,50.0,247.5208,1.0,0.0,1.0,0.0,1
301.0,29.64209269662921,7.75,0.0,1.0,1.0,0.0,1
302.0,29.64209269662921,23.25,2.0,1.0,0.0,1.0,1
303.0,19.0,0.0,0.0,1.0,0.0,1.0,0
304.0,29.64209269662921,12.35,0.0,0.0,1.0,0.0,1
305.0,29.64209269662921,8.05,0.0,1.0,0.0,1.0,0
306.0,0.92,151.55,3.0,0.0,0.0,1.0,1
307.0,29.64209269662921,110.8833,0.0,0.0,1.0,0.0,1
308.0,17.0,108.9,1.0,0.0,1.0,0.0,1
309.0,30.0,24.0,1.0,0.0,0.0,1.0,0
310.0,30.0,56.9292,0.0,0.0,1.0,0.0,1
311.0,24.0,83.1583,0.0,0.0,1.0,0.0,1
312.0,18.0,262.375,4.0,0.0,1.0,0.0,1
313.0,26.0,26.0,2.0,0.0,1.0,0.0,0
314.0,28.0,7.8958,0.0,1.0,0.0,1.0,0
315.0,43.0,26.25,2.0,0.0,0.0,1.0,0
316.0,26.0,7.8542,0.0,1.0,1.0,0.0,1
317.0,24.0,26.0,1.0,0.0,1.0,0.0,1
318.0,54.0,14.0,0.0,0.0,0.0,1.0,0
319.0,31.0,164.8667,2.0,0.0,1.0,0.0,1
320.0,40.0,134.5,2.0,0.0,1.0,0.0,1
321.0,22.0,7.25,0.0,1.0,0.0,1.0,0
322.0,27.0,7.8958,0.0,1.0,0.0,1.0,0
323.0,30.0,12.35,0.0,0.0,1.0,0.0,1
324.0,22.0,29.0,2.0,0.0,1.0,0.0,1
325.0,29.64209269662921,69.55,10.0,1.0,0.0,1.0,0
326.0,36.0,135.6333,0.0,0.0,1.0,0.0,1
327.0,61.0,6.2375,0.0,1.0,0.0,1.0,0
328.0,36.0,13.0,0.0,0.0,1.0,0.0,1
329.0,31.0,20.525,2.0,1.0,1.0,0.0,1
330.0,16.0,57.9792,1.0,0.0,1.0,0.0,1
331.0,29.64209269662921,23.25,2.0,1.0,1.0,0.0,1
332.0,45.5,28.5,0.0,0.0,0.0,1.0,0
333.0,38.0,153.4625,1.0,0.0,0.0,1.0,0
334.0,16.0,18.0,2.0,1.0,0.0,1.0,0
335.0,29.64209269662921,133.65,1.0,0.0,1.0,0.0,1
336.0,29.64209269662921,7.8958,0.0,1.0,0.0,1.0,0
337.0,29.0,66.6,1.0,0.0,0.0,1.0,0
338.0,41.0,134.5,0.0,0.0,1.0,0.0,1
339.0,45.0,8.05,0.0,1.0,0.0,1.0,1
340.0,45.0,35.5,0.0,0.0,0.0,1.0,0
341.0,2.0,26.0,2.0,0.0,0.0,1.0,1
342.0,24.0,263.0,5.0,0.0,1.0,0.0,1
343.0,28.0,13.0,0.0,0.0,0.0,1.0,0
344.0,25.0,13.0,0.0,0.0,0.0,1.0,0
345.0,36.0,13.0,0.0,0.0,0.0,1.0,0
346.0,24.0,13.0,0.0,0.0,1.0,0.0,1
347.0,40.0,13.0,0.0,0.0,1.0,0.0,1
348.0,29.64209269662921,16.1,1.0,1.0,1.0,0.0,1
349.0,3.0,15.9,2.0,1.0,0.0,1.0,1
350.0,42.0,8.6625,0.0,1.0,0.0,1.0,0
351.0,23.0,9.225,0.0,1.0,0.0,1.0,0
352.0,29.64209269662921,35.0,0.0,0.0,0.0,1.0,0
353.0,15.0,7.2292,2.0,1.0,0.0,1.0,0
354.0,25.0,17.8,1.0,1.0,0.0,1.0,0
355.0,29.64209269662921,7.225,0.0,1.0,0.0,1.0,0
356.0,28.0,9.5,0.0,1.0,0.0,1.0,0
357.0,22.0,55.0,1.0,0.0,1.0,0.0,1
358.0,38.0,13.0,0.0,0.0,1.0,0.0,0
359.0,29.64209269662921,7.8792,0.0,1.0,1.0,0.0,1
360.0,29.64209269662921,7.8792,0.0,1.0,1.0,0.0,1
361.0,40.0,27.9,5.0,1.0,0.0,1.0,0
362.0,29.0,27.7208,1.0,0.0,0.0,1.0,0
363.0,45.0,14.4542,1.0,1.0,1.0,0.0,0
364.0,35.0,7.05,0.0,1.0,0.0,1.0,0
365.0,29.64209269662921,15.5,1.0,1.0,0.0,1.0,0
366.0,30.0,7.25,0.0,1.0,0.0,1.0,0
367.0,60.0,75.25,1.0,0.0,1.0,0.0,1
368.0,29.64209269662921,7.2292,0.0,1.0,1.0,0.0,1
369.0,29.64209269662921,7.75,0.0,1.0,1.0,0.0,1
370.0,24.0,69.3,0.0,0.0,1.0,0.0,1
371.0,25.0,55.4417,1.0,0.0,0.0,1.0,1
372.0,18.0,6.4958,1.0,1.0,0.0,1.0,0
373.0,19.0,8.05,0.0,1.0,0.0,1.0,0
374.0,22.0,135.6333,0.0,0.0,0.0,1.0,0
375.0,3.0,21.075,4.0,1.0,1.0,0.0,0
376.0,29.64209269662921,82.1708,1.0,0.0,1.0,0.0,1
377.0,22.0,7.25,0.0,1.0,1.0,0.0,1
378.0,27.0,211.5,2.0,0.0,0.0,1.0,0
379.0,20.0,4.0125,0.0,1.0,0.0,1.0,0
380.0,19.0,7.775,0.0,1.0,0.0,1.0,0
381.0,42.0,227.525,0.0,0.0,1.0,0.0,1
382.0,1.0,15.7417,2.0,1.0,1.0,0.0,1
383.0,32.0,7.925,0.0,1.0,0.0,1.0,0
384.0,35.0,52.0,1.0,0.0,1.0,0.0,1
385.0,29.64209269662921,7.8958,0.0,1.0,0.0,1.0,0
386.0,18.0,73.5,0.0,0.0,0.0,1.0,0
387.0,1.0,46.9,7.0,1.0,0.0,1.0,0
388.0,36.0,13.0,0.0,0.0,1.0,0.0,1
389.0,29.64209269662921,7.7292,0.0,1.0,0.0,1.0,0
390.0,17.0,12.0,0.0,0.0,1.0,0.0,1
391.0,36.0,120.0,3.0,0.0,0.0,1.0,1
392.0,21.0,7.7958,0.0,1.0,0.0,1.0,1
393.0,28.0,7.925,2.0,1.0,0.0,1.0,0
394.0,23.0,113.275,1.0,0.0,1.0,0.0,1
395.0,24.0,16.7,2.0,1.0,1.0,0.0,1
396.0,22.0,7.7958,0.0,1.0,0.0,1.0,0
397.0,31.0,7.8542,0.0,1.0,1.0,0.0,0
398.0,46.0,26.0,0.0,0.0,0.0,1.0,0
399.0,23.0,10.5,0.0,0.0,0.0,1.0,0
400.0,28.0,12.65,0.0,0.0,1.0,0.0,1
401.0,39.0,7.925,0.0,1.0,0.0,1.0,1
402.0,26.0,8.05,0.0,1.0,0.0,1.0,0
403.0,21.0,9.825,1.0,1.0,1.0,0.0,0
404.0,28.0,15.85,1.0,1.0,0.0,1.0,0
405.0,20.0,8.6625,0.0,1.0,1.0,0.0,0
406.0,34.0,21.0,1.0,0.0,0.0,1.0,0
407.0,51.0,7.75,0.0,1.0,0.0,1.0,0
408.0,3.0,18.75,2.0,0.0,0.0,1.0,1
409.0,21.0,7.775,0.0,1.0,0.0,1.0,0
410.0,29.64209269662921,25.4667,4.0,1.0,1.0,0.0,0
411.0,29.64209269662921,7.8958,0.0,1.0,0.0,1.0,0
412.0,29.64209269662921,6.8583,0.0,1.0,0.0,1.0,0
413.0,33.0,90.0,1.0,0.0,1.0,0.0,1
414.0,29.64209269662921,0.0,0.0,0.0,0.0,1.0,0
415.0,44.0,7.925,0.0,1.0,0.0,1.0,1
416.0,29.64209269662921,8.05,0.0,1.0,1.0,0.0,0
417.0,34.0,32.5,2.0,0.0,1.0,0.0,1
418.0,18.0,13.0,2.0,0.0,1.0,0.0,1
419.0,30.0,13.0,0.0,0.0,0.0,1.0,0
420.0,10.0,24.15,2.0,1.0,1.0,0.0,0
421.0,29.64209269662921,7.8958,0.0,1.0,0.0,1.0,0
422.0,21.0,7.7333,0.0,1.0,0.0,1.0,0
423.0,29.0,7.875,0.0,1.0,0.0,1.0,0
424.0,28.0,14.4,2.0,1.0,1.0,0.0,0
425.0,18.0,20.2125,2.0,1.0,0.0,1.0,0
426.0,29.64209269662921,7.25,0.0,1.0,0.0,1.0,0
427.0,28.0,26.0,1.0,0.0,1.0,0.0,1
428.0,19.0,26.0,0.0,0.0,1.0,0.0,1
429.0,29.64209269662921,7.75,0.0,1.0,0.0,1.0,0
430.0,32.0,8.05,0.0,1.0,0.0,1.0,1
431.0,28.0,26.55,0.0,0.0,0.0,1.0,1
432.0,29.64209269662921,16.1,1.0,1.0,1.0,0.0,1
433.0,42.0,26.0,1.0,0.0,1.0,0.0,1
434.0,17.0,7.125,0.0,1.0,0.0,1.0,0
435.0,50.0,55.9,1.0,0.0,0.0,1.0,0
436.0,14.0,120.0,3.0,0.0,1.0,0.0,1
437.0,21.0,34.375,4.0,1.0,1.0,0.0,0
438.0,24.0,18.75,5.0,0.0,1.0,0.0,1
439.0,64.0,263.0,5.0,0.0,0.0,1.0,0
440.0,31.0,10.5,0.0,0.0,0.0,1.0,0
441.0,45.0,26.25,2.0,0.0,1.0,0.0,1
442.0,20.0,9.5,0.0,1.0,0.0,1.0,0
443.0,25.0,7.775,1.0,1.0,0.0,1.0,0
444.0,28.0,13.0,0.0,0.0,1.0,0.0,1
445.0,29.64209269662921,8.1125,0.0,1.0,0.0,1.0,1
446.0,4.0,81.8583,2.0,0.0,0.0,1.0,1
447.0,13.0,19.5,1.0,0.0,1.0,0.0,1
448.0,34.0,26.55,0.0,0.0,0.0,1.0,1
