PassengerId,Age,Fare,Family,Pclass_2,Sex_0,Sex_1,Survived,kfold
3.0,26.0,7.925,0.0,1.0,1.0,0.0,1,0
518.0,29.64209269662921,24.15,0.0,1.0,0.0,1.0,0,0
776.0,18.0,7.75,0.0,1.0,0.0,1.0,0,0
599.0,29.64209269662921,7.225,0.0,1.0,0.0,1.0,0,0
526.0,40.5,7.75,0.0,1.0,0.0,1.0,0,0
23.0,15.0,8.0292,0.0,1.0,1.0,0.0,1,0
790.0,46.0,79.2,0.0,0.0,0.0,1.0,0,0
595.0,37.0,26.0,1.0,0.0,0.0,1.0,0,0
1.0,22.0,7.25,1.0,1.0,0.0,1.0,0,0
601.0,24.0,27.0,3.0,0.0,1.0,0.0,1,0
736.0,28.5,16.1,0.0,1.0,0.0,1.0,0,0
178.0,50.0,28.7125,0.0,0.0,1.0,0.0,0,0
127.0,29.64209269662921,7.75,0.0,1.0,0.0,1.0,0,0
364.0,35.0,7.05,0.0,1.0,0.0,1.0,0,0
30.0,29.64209269662921,7.8958,0.0,1.0,0.0,1.0,0,0
428.0,19.0,26.0,0.0,0.0,1.0,0.0,1,0
835.0,18.0,8.3,0.0,1.0,0.0,1.0,0,0
744.0,24.0,16.1,1.0,1.0,0.0,1.0,0,0
396.0,22.0,7.7958,0.0,1.0,0.0,1.0,0,0
843.0,30.0,31.0,0.0,0.0,1.0,0.0,1,0
622.0,42.0,52.5542,1.0,0.0,0.0,1.0,1,0
78.0,29.64209269662921,8.05,0.0,1.0,0.0,1.0,0,0
421.0,29.64209269662921,7.8958,0.0,1.0,0.0,1.0,0,0
152.0,22.0,66.6,1.0,0.0,1.0,0.0,1,0
876.0,15.0,7.225,0.0,1.0,1.0,0.0,1,0
869.0,29.64209269662921,9.5,0.0,1.0,0.0,1.0,0,0
134.0,29.0,26.0,1.0,0.0,1.0,0.0,1,0
94.0,26.0,20.575,3.0,1.0,0.0,1.0,0,0
53.0,49.0,76.7292,1.0,0.0,1.0,0.0,1,0
413.0,33.0,90.0,1.0,0.0,1.0,0.0,1,0
887.0,27.0,13.0,0.0,0.0,0.0,1.0,0,0
177.0,29.64209269662921,25.4667,4.0,1.0,0.0,1.0,0,0
354.0,25.0,17.8,1.0,1.0,0.0,1.0,0,0
451.0,36.0,27.75,3.0,0.0,0.0,1.0,0,0
711.0,24.0,49.5042,0.0,0.0,1.0,0.0,1,0
158.0,30.0,8.05,0.0,1.0,0.0,1.0,0,0
6.0,29.64209269662921,8.4583,0.0,1.0,0.0,1.0,0,0
201.0,28.0,9.5,0.0,1.0,0.0,1.0,0,0
7.0,54.0,51.8625,0.0,0.0,0.0,1.0,0,0
194.0,3.0,26.0,2.0,0.0,0.0,1.0,1,0
383.0,32.0,7.925,0.0,1.0,0.0,1.0,0,0
853.0,9.0,15.2458,2.0,1.0,1.0,0.0,0,0
652.0,18.0,23.0,1.0,0.0,1.0,0.0,1,0
409.0,21.0,7.775,0.0,1.0,0.0,1.0,0,1
301.0,29.64209269662921,7.75,0.0,1.0,1.0,0.0,1,1
327.0,61.0,6.2375,0.0,1.0,0.0,1.0,0,1
254.0,30.0,16.1,1.0,1.0,0.0,1.0,0,1
789.0,1.0,20.575,3.0,1.0,0.0,1.0,1,1
224.0,29.64209269662921,7.8958,0.0,1.0,0.0,1.0,0,1
880.0,56.0,83.1583,1.0,0.0,1.0,0.0,1,1
878.0,19.0,7.8958,0.0,1.0,0.0,1.0,0,1
879.0,29.64209269662921,7.8958,0.0,1.0,0.0,1.0,0,1
49.0,29.64209269662921,21.6792,2.0,1.0,0.0,1.0,0,1
749.0,19.0,53.1,1.0,0.0,0.0,1.0,0,1
556.0,62.0,26.55,0.0,0.0,0.0,1.0,0,1
743.0,21.0,262.375,4.0,0.0,1.0,0.0,1,1
330.0,16.0,57.9792,1.0,0.0,1.0,0.0,1,1
87.0,16.0,34.375,4.0,1.0,0.0,1.0,0,1
442.0,20.0,9.5,0.0,1.0,0.0,1.0,0,1
386.0,18.0,73.5,0.0,0.0,0.0,1.0,0,1
728.0,29.64209269662921,7.7375,0.0,1.0,1.0,0.0,1,1
667.0,25.0,13.0,0.0,0.0,0.0,1.0,0,1
577.0,34.0,13.0,0.0,0.0,1.0,0.0,1,1
288.0,22.0,7.8958,0.0,1.0,0.0,1.0,0,1
155.0,29.64209269662921,7.3125,0.0,1.0,0.0,1.0,0,1
870.0,4.0,11.1333,2.0,1.0,0.0,1.0,1,1
712.0,29.64209269662921,26.55,0.0,0.0,0.0,1.0,0,1
105.0,37.0,7.925,2.0,1.0,0.0,1.0,0,1
485.0,25.0,91.0792,1.0,0.0,0.0,1.0,1,1
243.0,29.0,10.5,0.0,0.0,0.0,1.0,0,1
347.0,40.0,13.0,0.0,0.0,1.0,0.0,1,1
296.0,29.64209269662921,27.7208,0.0,0.0,0.0,1.0,0,1
303.0,19.0,0.0,0.0,1.0,0.0,1.0,0,1
632.0,51.0,7.0542,0.0,1.0,0.0,1.0,0,1
148.0,9.0,34.375,4.0,1.0,1.0,0.0,0,1
227.0,19.0,10.5,0.0,0.0,0.0,1.0,1,1
636.0,28.0,13.0,0.0,0.0,1.0,0.0,1,1
97.0,71.0,34.6542,0.0,0.0,0.0,1.0,0,1
857.0,45.0,164.8667,2.0,0.0,1.0,0.0,1,1
748.0,30.0,13.0,0.0,0.0,1.0,0.0,1,1
882.0,33.0,7.8958,0.0,1.0,0.0,1.0,0,1
112.0,14.5,14.4542,1.0,1.0,1.0,0.0,0,1
263.0,52.0,79.65,2.0,0.0,0.0,1.0,0,1
802.0,31.0,26.25,2.0,0.0,1.0,0.0,1,1
276.0,63.0,77.9583,1.0,0.0,1.0,0.0,1,1
159.0,29.64209269662921,8.6625,0.0,1.0,0.0,1.0,0,1
836.0,39.0,83.1583,2.0,0.0,1.0,0.0,1,1
12.0,58.0,26.55,0.0,0.0,1.0,0.0,1,1
670.0,29.64209269662921,52.0,1.0,0.0,1.0,0.0,1,1
18.0,29.64209269662921,13.0,0.0,0.0,0.0,1.0,1,1
747.0,16.0,20.25,2.0,1.0,0.0,1.0,0,1
551.0,17.0,110.8833,2.0,0.0,0.0,1.0,1,1
100.0,34.0,26.0,1.0,0.0,0.0,1.0,0,1
585.0,29.64209269662921,8.7125,0.0,1.0,0.0,1.0,0,1
319.0,31.0,164.8667,2.0,0.0,1.0,0.0,1,1
280.0,35.0,20.25,2.0,1.0,1.0,0.0,1,1
185.0,4.0,22.025,2.0,1.0,1.0,0.0,1,1
529.0,39.0,7.925,0.0,1.0,0.0,1.0,0,1
203.0,34.0,6.4958,0.0,1.0,0.0,1.0,0,1
223.0,51.0,8.05,0.0,1.0,0.0,1.0,0,1
535.0,30.0,8.6625,0.0,1.0,1.0,0.0,0,1
47.0,29.64209269662921,15.5,1.0,1.0,0.0,1.0,0,1
257.0,29.64209269662921,79.2,0.0,0.0,1.0,0.0,1,1
381.0,42.0,227.525,0.0,0.0,1.0,0.0,1,1
219.0,32.0,76.2917,0.0,0.0,1.0,0.0,1,1
241.0,29.64209269662921,14.4542,1.0,1.0,1.0,0.0,0,1
544.0,32.0,26.0,1.0,0.0,0.0,1.0,1,1
726.0,20.0,8.6625,0.0,1.0,0.0,1.0,0,1
438.0,24.0,18.75,5.0,0.0,1.0,0.0,1,1
310.0,30.0,56.9292,0.0,0.0,1.0,0.0,1,1
847.0,29.64209269662921,69.55,10.0,1.0,0.0,1.0,0,1
568.0,29.0,21.075,4.0,1.0,1.0,0.0,0,1
234.0,5.0,31.3875,6.0,1.0,1.0,0.0,1,1
225.0,38.0,90.0,1.0,0.0,0.0,1.0,1,1
546.0,64.0,26.0,0.0,0.0,0.0,1.0,0,1
706.0,39.0,26.0,0.0,0.0,0.0,1.0,0,1
122.0,29.64209269662921,8.05,0.0,1.0,0.0,1.0,0,1
237.0,44.0,26.0,1.0,0.0,0.0,1.0,0,1
645.0,0.75,19.2583,3.0,1.0,1.0,0.0,1,1
432.0,29.64209269662921,16.1,1.0,1.0,1.0,0.0,1,1
175.0,56.0,30.6958,0.0,0.0,0.0,1.0,0,1
834.0,23.0,7.8542,0.0,1.0,0.0,1.0,0,1
688.0,19.0,10.1708,0.0,1.0,0.0,1.0,0,1
318.0,54.0,14.0,0.0,0.0,0.0,1.0,0,1
37.0,29.64209269662921,7.2292,0.0,1.0,0.0,1.0,1,2
171.0,61.0,33.5,0.0,0.0,0.0,1.0,0,1
362.0,29.0,27.7208,1.0,0.0,0.0,1.0,0,1
406.0,34.0,21.0,1.0,0.0,0.0,1.0,0,1
247.0,25.0,7.775,0.0,1.0,1.0,0.0,0,1
547.0,19.0,26.0,1.0,0.0,1.0,0.0,1,2
750.0,31.0,7.75,0.0,1.0,0.0,1.0,0,1
797.0,49.0,25.9292,0.0,0.0,1.0,0.0,1,2
757.0,28.0,7.7958,0.0,1.0,0.0,1.0,0,1
465.0,29.64209269662921,8.05,0.0,1.0,0.0,1.0,0,1
625.0,21.0,16.1,0.0,1.0,0.0,1.0,0,1
252.0,29.0,10.4625,2.0,1.0,1.0,0.0,0,2
735.0,23.0,13.0,0.0,0.0,0.0,1.0,0,2
871.0,26.0,7.8958,0.0,1.0,0.0,1.0,0,2
14.0,39.0,31.275,6.0,1.0,0.0,1.0,0,2
883.0,22.0,10.5167,0.0,1.0,1.0,0.0,0,2
183.0,9.0,31.3875,6.0,1.0,0.0,1.0,0,2
173.0,1.0,11.1333,2.0,1.0,1.0,0.0,1,2
425.0,18.0,20.2125,2.0,1.0,0.0,1.0,0,2
669.0,43.0,8.05,0.0,1.0,0.0,1.0,0,2
34.0,66.0,10.5,0.0,0.0,0.0,1.0,0,2
543.0,11.0,31.275,6.0,1.0,1.0,0.0,0,2
125.0,54.0,77.2875,1.0,0.0,0.0,1.0,0,2
665.0,20.0,7.925,1.0,1.0,0.0,1.0,1,2
22.0,34.0,13.0,0.0,0.0,0.0,1.0,1,2
405.0,20.0,8.6625,0.0,1.0,1.0,0.0,0,2
293.0,36.0,12.875,0.0,0.0,0.0,1.0,0,2
517.0,34.0,10.5,0.0,0.0,1.0,0.0,1,2
332.0,45.5,28.5,0.0,0.0,0.0,1.0,0,2
452.0,29.64209269662921,19.9667,1.0,1.0,0.0,1.0,0,2
274.0,37.0,29.7,1.0,0.0,0.0,1.0,0,2
230.0,29.64209269662921,25.4667,4.0,1.0,1.0,0.0,0,2
101.0,28.0,7.8958,0.0,1.0,1.0,0.0,0,2
259.0,35.0,512.3292,0.0,0.0,1.0,0.0,1,2
576.0,19.0,14.5,0.0,1.0,0.0,1.0,0,2
66.0,29.64209269662921,15.2458,2.0,1.0,0.0,1.0,1,2
461.0,48.0,26.55,0.0,0.0,0.0,1.0,1,2
758.0,18.0,11.5,0.0,0.0,0.0,1.0,0,2
562.0,40.0,7.8958,0.0,1.0,0.0,1.0,0,2
374.0,22.0,135.6333,0.0,0.0,0.0,1.0,0,2
695.0,60.0,26.55,0.0,0.0,0.0,1.0,0,2
848.0,35.0,7.8958,0.0,1.0,0.0,1.0,0,2
418.0,18.0,13.0,2.0,0.0,1.0,0.0,1,2
509.0,28.0,22.525,0.0,1.0,0.0,1.0,0,2
691.0,31.0,57.0,1.0,0.0,0.0,1.0,1,2
60.0,11.0,46.9,7.0,1.0,0.0,1.0,0,2
359.0,29.64209269662921,7.8792,0.0,1.0,1.0,0.0,1,2
341.0,2.0,26.0,2.0,0.0,0.0,1.0,1,2
115.0,17.0,14.4583,0.0,1.0,1.0,0.0,0,2
560.0,36.0,17.4,1.0,1.0,1.0,0.0,1,2
447.0,13.0,19.5,1.0,0.0,1.0,0.0,1,2
649.0,29.64209269662921,7.55,0.0,1.0,0.0,1.0,0,2
648.0,56.0,35.5,0.0,0.0,0.0,1.0,1,2
514.0,54.0,59.4,1.0,0.0,1.0,0.0,1,2
531.0,2.0,26.0,2.0,0.0,1.0,0.0,1,2
385.0,29.64209269662921,7.8958,0.0,1.0,0.0,1.0,0,2
85.0,17.0,10.5,0.0,0.0,1.0,0.0,1,2
133.0,47.0,14.5,1.0,1.0,1.0,0.0,0,2
715.0,52.0,13.0,0.0,0.0,0.0,1.0,0,2
867.0,27.0,13.8583,1.0,0.0,1.0,0.0,1,2
120.0,2.0,31.275,6.0,1.0,1.0,0.0,0,2
676.0,18.0,7.775,0.0,1.0,0.0,1.0,0,2
44.0,3.0,41.5792,3.0,0.0,1.0,0.0,1,2
512.0,29.64209269662921,8.05,0.0,1.0,0.0,1.0,0,2
808.0,18.0,7.775,0.0,1.0,1.0,0.0,0,2
710.0,29.64209269662921,15.2458,2.0,1.0,0.0,1.0,1,2
41.0,40.0,9.475,1.0,1.0,1.0,0.0,0,2
338.0,41.0,134.5,0.0,0.0,1.0,0.0,1,2
732.0,11.0,18.7875,0.0,1.0,0.0,1.0,0,2
784.0,29.64209269662921,23.45,3.0,1.0,0.0,1.0,0,2
594.0,29.64209269662921,7.75,2.0,1.0,1.0,0.0,0,2
866.0,42.0,13.0,0.0,0.0,1.0,0.0,1,2
633.0,32.0,30.5,0.0,0.0,0.0,1.0,1,2
606.0,36.0,15.55,1.0,1.0,0.0,1.0,0,2
382.0,1.0,15.7417,2.0,1.0,1.0,0.0,1,2
689.0,18.0,7.7958,0.0,1.0,0.0,1.0,0,2
807.0,39.0,0.0,0.0,0.0,0.0,1.0,0,2
268.0,25.0,7.775,1.0,1.0,0.0,1.0,1,2
707.0,45.0,13.5,0.0,0.0,1.0,0.0,1,2
90.0,24.0,8.05,0.0,1.0,0.0,1.0,0,2
721.0,6.0,33.0,1.0,0.0,1.0,0.0,1,2
536.0,7.0,26.25,2.0,0.0,1.0,0.0,1,2
590.0,29.64209269662921,8.05,0.0,1.0,0.0,1.0,0,2
458.0,29.64209269662921,51.8625,1.0,0.0,1.0,0.0,1,2
493.0,55.0,30.5,0.0,0.0,0.0,1.0,0,2
868.0,31.0,50.4958,0.0,0.0,0.0,1.0,0,2
181.0,29.64209269662921,69.55,10.0,1.0,1.0,0.0,0,2
720.0,33.0,7.775,0.0,1.0,0.0,1.0,0,2
872.0,47.0,52.5542,2.0,0.0,1.0,0.0,1,2
162.0,40.0,15.75,0.0,0.0,1.0,0.0,1,2
56.0,29.64209269662921,35.5,0.0,0.0,0.0,1.0,1,3
10.0,14.0,30.0708,1.0,0.0,1.0,0.0,1,3
5.0,35.0,8.05,0.0,1.0,0.0,1.0,0,2
391.0,36.0,120.0,3.0,0.0,0.0,1.0,1,3
433.0,42.0,26.0,1.0,0.0,1.0,0.0,1,3
38.0,21.0,8.05,0.0,1.0,0.0,1.0,0,2
68.0,19.0,8.1583,0.0,1.0,0.0,1.0,0,2
378.0,27.0,211.5,2.0,0.0,0.0,1.0,0,2
313.0,26.0,26.0,2.0,0.0,1.0,0.0,0,2
460.0,29.64209269662921,7.75,0.0,1.0,0.0,1.0,0,2
587.0,47.0,15.0,0.0,0.0,0.0,1.0,0,2
113.0,22.0,8.05,0.0,1.0,0.0,1.0,0,3
731.0,29.0,211.3375,0.0,0.0,1.0,0.0,1,3
668.0,29.64209269662921,7.775,0.0,1.0,0.0,1.0,0,3
317.0,24.0,26.0,1.0,0.0,1.0,0.0,1,3
302.0,29.64209269662921,23.25,2.0,1.0,0.0,1.0,1,3
59.0,5.0,27.75,3.0,0.0,1.0,0.0,1,3
791.0,29.64209269662921,7.75,0.0,1.0,0.0,1.0,0,3
855.0,44.0,26.0,1.0,0.0,1.0,0.0,0,3
778.0,5.0,12.475,0.0,1.0,1.0,0.0,1,3
486.0,29.64209269662921,25.4667,4.0,1.0,1.0,0.0,0,3
787.0,18.0,7.4958,0.0,1.0,1.0,0.0,1,3
484.0,63.0,9.5875,0.0,1.0,1.0,0.0,1,3
864.0,29.64209269662921,69.55,10.0,1.0,1.0,0.0,0,3
613.0,29.64209269662921,15.5,1.0,1.0,1.0,0.0,1,3
316.0,26.0,7.8542,0.0,1.0,1.0,0.0,1,3
582.0,39.0,110.8833,2.0,0.0,1.0,0.0,1,3
542.0,9.0,31.275,6.0,1.0,1.0,0.0,0,3
376.0,29.64209269662921,82.1708,1.0,0.0,1.0,0.0,1,3
342.0,24.0,263.0,5.0,0.0,1.0,0.0,1,3
672.0,31.0,52.0,1.0,0.0,0.0,1.0,0,3
837.0,21.0,8.6625,0.0,1.0,0.0,1.0,0,3
702.0,35.0,26.2875,0.0,0.0,0.0,1.0,1,3
349.0,3.0,15.9,2.0,1.0,0.0,1.0,1,3
424.0,28.0,14.4,2.0,1.0,1.0,0.0,0,3
490.0,9.0,15.9,2.0,1.0,0.0,1.0,1,3
860.0,29.64209269662921,7.2292,0.0,1.0,0.0,1.0,0,3
523.0,29.64209269662921,7.225,0.0,1.0,0.0,1.0,0,3
463.0,47.0,38.5,0.0,0.0,0.0,1.0,0,3
220.0,30.0,10.5,0.0,0.0,0.0,1.0,0,3
472.0,38.0,8.6625,0.0,1.0,0.0,1.0,0,3
27.0,29.64209269662921,7.225,0.0,1.0,0.0,1.0,0,3
858.0,51.0,26.55,0.0,0.0,0.0,1.0,1,3
548.0,29.64209269662921,13.8625,0.0,0.0,0.0,1.0,1,3
356.0,28.0,9.5,0.0,1.0,0.0,1.0,0,3
511.0,29.0,7.75,0.0,1.0,0.0,1.0,1,3
72.0,16.0,46.9,7.0,1.0,1.0,0.0,0,3
821.0,52.0,93.5,2.0,0.0,1.0,0.0,1,3
824.0,27.0,12.475,1.0,1.0,1.0,0.0,1,3
416.0,29.64209269662921,8.05,0.0,1.0,1.0,0.0,0,3
291.0,26.0,78.85,0.0,0.0,1.0,0.0,1,3
779.0,29.64209269662921,7.7375,0.0,1.0,0.0,1.0,0,3
457.0,65.0,26.55,0.0,0.0,0.0,1.0,0,3
862.0,21.0,11.5,1.0,0.0,0.0,1.0,0,3
751.0,4.0,23.0,2.0,0.0,1.0,0.0,1,3
816.0,29.64209269662921,0.0,0.0,0.0,0.0,1.0,0,3
533.0,17.0,7.2292,2.0,1.0,0.0,1.0,0,3
333.0,38.0,153.4625,1.0,0.0,0.0,1.0,0,3
135.0,25.0,13.0,0.0,0.0,0.0,1.0,0,3
581.0,25.0,30.0,2.0,0.0,1.0,0.0,1,3
77.0,29.64209269662921,7.8958,0.0,1.0,0.0,1.0,0,3
467.0,29.64209269662921,0.0,0.0,0.0,0.0,1.0,0,3
372.0,18.0,6.4958,1.0,1.0,0.0,1.0,0,3
86.0,33.0,15.85,3.0,1.0,1.0,0.0,1,3
586.0,18.0,79.65,2.0,0.0,1.0,0.0,1,3
593.0,47.0,7.25,0.0,1.0,0.0,1.0,0,3
275.0,29.64209269662921,7.75,0.0,1.0,1.0,0.0,1,3
448.0,34.0,26.55,0.0,0.0,0.0,1.0,1,3
13.0,20.0,8.05,0.0,1.0,0.0,1.0,0,3
355.0,29.64209269662921,7.225,0.0,1.0,0.0,1.0,0,3
366.0,30.0,7.25,0.0,1.0,0.0,1.0,0,3
626.0,61.0,32.3208,0.0,0.0,0.0,1.0,0,3
75.0,32.0,56.4958,0.0,1.0,0.0,1.0,1,3
11.0,4.0,16.7,2.0,1.0,1.0,0.0,1,3
55.0,65.0,61.9792,1.0,0.0,0.0,1.0,0,3
350.0,42.0,8.6625,0.0,1.0,0.0,1.0,0,3
881.0,25.0,26.0,1.0,0.0,1.0,0.0,1,3
298.0,2.0,151.55,3.0,0.0,1.0,0.0,0,3
628.0,21.0,77.9583,0.0,0.0,1.0,0.0,1,4
631.0,80.0,30.0,0.0,0.0,0.0,1.0,1,4
441.0,45.0,26.25,2.0,0.0,1.0,0.0,1,4
574.0,29.64209269662921,7.75,0.0,1.0,1.0,0.0,1,4
780.0,43.0,211.3375,1.0,0.0,1.0,0.0,1,4
572.0,53.0,51.4792,2.0,0.0,1.0,0.0,1,4
50.0,18.0,17.8,1.0,1.0,1.0,0.0,0,3
565.0,29.64209269662921,8.05,0.0,1.0,1.0,0.0,0,3
114.0,20.0,9.825,1.0,1.0,1.0,0.0,0,3
422.0,21.0,7.7333,0.0,1.0,0.0,1.0,0,3
269.0,58.0,153.4625,1.0,0.0,1.0,0.0,1,4
558.0,29.64209269662921,227.525,0.0,0.0,0.0,1.0,0,3
320.0,40.0,134.5,2.0,0.0,1.0,0.0,1,4
705.0,26.0,7.8542,1.0,1.0,0.0,1.0,0,3
407.0,51.0,7.75,0.0,1.0,0.0,1.0,0,3
343.0,28.0,13.0,0.0,0.0,0.0,1.0,0,3
479.0,22.0,7.5208,0.0,1.0,0.0,1.0,0,3
481.0,9.0,46.9,7.0,1.0,0.0,1.0,0,3
392.0,21.0,7.7958,0.0,1.0,0.0,1.0,1,4
480.0,2.0,12.2875,1.0,1.0,1.0,0.0,1,4
733.0,29.64209269662921,0.0,0.0,0.0,0.0,1.0,0,3
226.0,22.0,9.35,0.0,1.0,0.0,1.0,0,3
764.0,36.0,120.0,3.0,0.0,1.0,0.0,1,4
800.0,30.0,24.15,2.0,1.0,1.0,0.0,0,3
539.0,29.64209269662921,14.5,0.0,1.0,0.0,1.0,0,3
412.0,29.64209269662921,6.8583,0.0,1.0,0.0,1.0,0,3
215.0,29.64209269662921,7.75,1.0,1.0,0.0,1.0,0,3
144.0,19.0,6.75,0.0,1.0,0.0,1.0,0,3
657.0,29.64209269662921,7.8958,0.0,1.0,0.0,1.0,0,3
675.0,29.64209269662921,0.0,0.0,0.0,0.0,1.0,0,4
687.0,14.0,39.6875,5.0,1.0,0.0,1.0,0,4
788.0,8.0,29.125,5.0,1.0,0.0,1.0,0,4
73.0,21.0,73.5,0.0,0.0,0.0,1.0,0,4
216.0,31.0,113.275,1.0,0.0,1.0,0.0,1,4
608.0,27.0,30.5,0.0,0.0,0.0,1.0,1,4
506.0,18.0,108.9,1.0,0.0,0.0,1.0,0,4
579.0,29.64209269662921,14.4583,1.0,1.0,1.0,0.0,0,4
646.0,48.0,76.7292,1.0,0.0,0.0,1.0,1,4
305.0,29.64209269662921,8.05,0.0,1.0,0.0,1.0,0,4
483.0,50.0,8.05,0.0,1.0,0.0,1.0,0,4
191.0,32.0,13.0,0.0,0.0,1.0,0.0,1,4
154.0,40.5,14.5,2.0,1.0,0.0,1.0,0,4
51.0,7.0,39.6875,5.0,1.0,0.0,1.0,0,4
795.0,25.0,7.8958,0.0,1.0,0.0,1.0,0,4
71.0,32.0,10.5,0.0,0.0,0.0,1.0,0,4
270.0,35.0,135.6333,0.0,0.0,1.0,0.0,1,4
202.0,29.64209269662921,69.55,10.0,1.0,0.0,1.0,0,4
168.0,45.0,27.9,5.0,1.0,1.0,0.0,0,4
647.0,19.0,7.8958,0.0,1.0,0.0,1.0,0,4
740.0,29.64209269662921,7.8958,0.0,1.0,0.0,1.0,0,4
814.0,6.0,31.275,6.0,1.0,1.0,0.0,0,4
596.0,36.0,24.15,2.0,1.0,0.0,1.0,0,4
258.0,30.0,86.5,0.0,0.0,1.0,0.0,1,4
500.0,24.0,7.7958,0.0,1.0,0.0,1.0,0,4
299.0,29.64209269662921,30.5,0.0,0.0,0.0,1.0,1,4
198.0,42.0,8.4042,1.0,1.0,0.0,1.0,0,4
839.0,32.0,56.4958,0.0,1.0,0.0,1.0,1,4
348.0,29.64209269662921,16.1,1.0,1.0,1.0,0.0,1,4
727.0,30.0,21.0,3.0,0.0,1.0,0.0,1,4
494.0,71.0,49.5042,0.0,0.0,0.0,1.0,0,4
93.0,46.0,61.175,1.0,0.0,0.0,1.0,0,4
617.0,34.0,14.4,2.0,1.0,0.0,1.0,0,4
803.0,11.0,120.0,3.0,0.0,0.0,1.0,1,4
325.0,29.64209269662921,69.55,10.0,1.0,0.0,1.0,0,4
621.0,27.0,14.4542,1.0,1.0,0.0,1.0,0,4
828.0,1.0,37.0042,2.0,0.0,0.0,1.0,1,4
677.0,24.5,8.05,0.0,1.0,0.0,1.0,0,4
653.0,21.0,8.4333,0.0,1.0,0.0,1.0,0,4
571.0,62.0,10.5,0.0,0.0,0.0,1.0,1,4
182.0,29.64209269662921,15.05,0.0,0.0,0.0,1.0,0,4
614.0,29.64209269662921,7.75,0.0,1.0,0.0,1.0,0,4
624.0,21.0,7.8542,0.0,1.0,0.0,1.0,0,4
679.0,43.0,46.9,7.0,1.0,1.0,0.0,0,4
809.0,39.0,13.0,0.0,0.0,0.0,1.0,0,4
759.0,34.0,8.05,0.0,1.0,0.0,1.0,0,4
692.0,4.0,13.4167,1.0,1.0,1.0,0.0,1,4
580.0,32.0,7.925,0.0,1.0,0.0,1.0,1,4
854.0,16.0,39.4,1.0,0.0,1.0,0.0,1,4
207.0,32.0,15.85,1.0,1.0,0.0,1.0,0,4
771.0,24.0,9.5,0.0,1.0,0.0,1.0,0,4
