RoomService,Spa,VRDeck,CryoSleep_1,HomePlanet_0,Transported,kfold
0.0,0.0,0.0,1.0,1.0,1,0
2594.0,0.0,0.0,0.0,1.0,0,0
0.0,0.0,837.0,0.0,1.0,0,0
559.0,22.0,765.0,0.0,1.0,0,0
0.0,0.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,0.0,1.0,0.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
735.0,41.0,1.0,0.0,1.0,0,0
103.0,16.0,0.0,0.0,1.0,1,0
0.0,0.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,1.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
7.0,877.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,227.0,1457.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,718.0,0.0,1.0,0,0
0.0,0.0,0.0,0.0,0.0,1,0
0.0,126.0,247.0,0.0,0.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
553.0,87.0,243.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
3.0,0.0,1689.0,0.0,1.0,0,0
0.0,5.0,37.0,0.0,1.0,1,0
0.0,0.0,0.0,1.0,1.0,1,0
0.0,0.0,281.0,0.0,1.0,0,0
938.0,12.0,0.0,0.0,0.0,0,0
0.0,0.0,13.0,0.0,1.0,0,0
87.0,0.0,0.0,0.0,1.0,0,0
0.0,6.0,773.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
238.0,207.0,119.0,0.0,1.0,0,0
304.0,320.0,0.0,0.0,1.0,0,0
802.0,1.0,0.0,0.0,1.0,1,0
0.0,1606.0,3675.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,1.0,0,0
901.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,1.0,1,0
0.0,0.0,0.0,0.0,1.0,0,0
0.0,1924.0,2.0,0.0,0.0,0,0
2.0,2.0,0.0,0.0,1.0,0,0
0.0,0.0,986.0,0.0,0.0,1,0
0.0,0.0,0.0,0.0,1.0,1,0
0.0,0.0,0.0,1.0,1.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,63.0,525.0,0.0,1.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
90.0,17.0,0.0,0.0,1.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,0.0,0.0,1.0,1,0
43.0,50.0,731.0,0.0,1.0,0,0
2381.0,0.0,2618.0,0.0,0.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
56.0,1438.0,0.0,0.0,0.0,0,0
0.0,11.0,0.0,0.0,1.0,1,0
390.0,0.0,518.0,0.0,1.0,1,0
0.0,0.0,0.0,0.0,1.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
14.0,160.0,0.0,0.0,1.0,0,0
238.0,2.0,324.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
1430.0,0.0,423.0,0.0,0.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,786.0,594.0,0.0,1.0,1,0
441.0,471.0,0.0,0.0,0.0,0,0
0.0,2814.0,318.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
4924.0,2.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,785.0,0.0,0.0,1.0,0,0
0.0,170.0,0.0,0.0,1.0,0,0
0.0,4125.0,1984.0,0.0,0.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,0.0,1.0,1.0,0,0
356.0,245.0,0.0,0.0,1.0,0,0
0.0,863.0,0.0,0.0,1.0,0,0
3.0,0.0,8.0,0.0,1.0,0,0
457.0,335.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
390.0,2809.0,4914.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,1.0,0,0
1962.0,641.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,1.0,1.0,0,0
0.0,0.0,0.0,1.0,1.0,1,0
0.0,0.0,0.0,0.0,1.0,1,0
0.0,1379.0,127.0,0.0,1.0,0,0
3.0,805.0,2983.0,0.0,0.0,0,0
0.0,0.0,0.0,1.0,1.0,0,0
0.0,0.0,0.0,1.0,1.0,0,0
2.0,2.0,225.0,0.0,0.0,1,0
0.0,1.0,1415.0,0.0,0.0,1,0
0.0,0.0,0.0,0.0,1.0,1,0
0.0,0.0,0.0,1.0,1.0,1,0
0.0,440.0,642.0,0.0,1.0,0,0
600.0,179.0,11.0,0.0,1.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
1018.0,9.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,1.0,1,0
0.0,0.0,0.0,1.0,1.0,1,0
0.0,0.0,0.0,1.0,1.0,0,0
0.0,0.0,0.0,1.0,1.0,0,0
0.0,77.0,715.0,0.0,0.0,0,0
0.0,0.0,1609.0,0.0,1.0,0,0
664.0,40.0,0.0,0.0,1.0,0,0
5.0,181.0,3027.0,0.0,0.0,0,0
182.0,0.0,376.0,0.0,1.0,0,0
0.0,1529.0,3069.0,0.0,0.0,0,0
49.0,0.0,0.0,0.0,0.0,1,0
0.0,0.0,0.0,0.0,0.0,1,0
0.0,1777.0,0.0,0.0,0.0,1,0
0.0,0.0,0.0,0.0,1.0,0,0
1744.0,8.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,1.0,1,0
218.0,770.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,0.0,1.0,1.0,1,0
0.0,0.0,8195.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,1.0,0,0
0.0,31.0,3263.0,0.0,0.0,0,0
1092.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,1.0,1.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
3.0,0.0,12392.0,0.0,0.0,0,0
0.0,110.0,0.0,0.0,1.0,0,0
713.0,0.0,1.0,0.0,1.0,0,0
379.0,7.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,1.0,1,0
0.0,0.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,1.0,1,0
0.0,0.0,0.0,1.0,1.0,1,0
0.0,0.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,0.0,1.0,0,0
0.0,4.0,22.0,0.0,1.0,0,0
0.0,0.0,125.0,0.0,1.0,1,0
0.0,0.0,0.0,1.0,1.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
59.0,1657.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,18.0,86.0,0.0,1.0,1,0
0.0,0.0,0.0,1.0,1.0,0,0
3.0,0.0,78.0,0.0,1.0,1,0
0.0,0.0,230.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,1.0,1,0
5.0,716.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,0.0,1.0,1.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
7.0,38.0,0.0,0.0,1.0,1,0
0.0,1.0,3822.0,0.0,0.0,0,0
2.0,510.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,776.0,0.0,0.0,0,0
0.0,144.0,7492.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,1,0
0.0,5.0,3283.0,0.0,0.0,0,0
258.0,0.0,0.0,0.0,1.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,1.0,489.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
4.0,229.0,0.0,0.0,0.0,0,0
0.0,51.0,1462.0,0.0,0.0,0,0
66.0,0.0,803.0,0.0,1.0,0,0
3.0,806.0,0.0,0.0,1.0,0,0
1004.0,0.0,17.0,0.0,0.0,1,0
0.0,0.0,0.0,1.0,1.0,1,0
79.0,0.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,0.0,1.0,1,0
0.0,0.0,0.0,0.0,0.0,1,0
70.0,547.0,1297.0,0.0,0.0,0,0
11.0,839.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,0.0,1.0,1,0
0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0,0
0.0,177.0,58.0,0.0,1.0,1,0
0.0,548.0,124.0,0.0,1.0,0,0
0.0,48.0,67.0,0.0,0.0,1,0
0.0,0.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
1533.0,297.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,1.0,1.0,0,0
0.0,1792.0,2891.0,0.0,0.0,0,0
0.0,244.0,1.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,1.0,1,0
0.0,0.0,0.0,0.0,0.0,1,0
0.0,0.0,0.0,1.0,1.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
1.0,8.0,0.0,0.0,1.0,1,0
0.0,3.0,386.0,0.0,0.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
162.0,28.0,0.0,0.0,0.0,0,0
0.0,3.0,1334.0,0.0,0.0,1,0
0.0,0.0,0.0,0.0,0.0,1,0
0.0,0.0,0.0,0.0,1.0,1,0
522.0,0.0,27.0,0.0,0.0,1,0
0.0,960.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,0.0,1.0,1.0,1,0
116.0,728.0,29.0,0.0,1.0,1,0
0.0,0.0,0.0,1.0,1.0,0,0
1146.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,0.0,0.0,1,0
0.0,2761.0,81.0,0.0,0.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,149.0,1166.0,0.0,0.0,1,0
55.0,0.0,1.0,0.0,1.0,0,0
0.0,0.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,0.0,0.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
2110.0,0.0,1.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,1.0,1,0
1.0,691.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,0.0,0.0,1,0
1120.0,0.0,794.0,0.0,1.0,0,0
0.0,0.0,0.0,0.0,1.0,1,0
1.0,0.0,632.0,0.0,1.0,1,0
987.0,141.0,0.0,0.0,0.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
78.0,550.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,868.0,0.0,1.0,1,0
1598.0,26.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,1.0,1.0,1,0
0.0,0.0,0.0,1.0,0.0,0,0
5493.0,3013.0,303.0,0.0,0.0,0,0
0.0,5.0,0.0,0.0,0.0,0,0
0.0,439.0,0.0,0.0,1.0,0,0
90.0,15.0,1244.0,0.0,0.0,0,0
0.0,0.0,0.0,1.0,1.0,1,0
125.0,22408.0,17.0,0.0,0.0,0,0
35.0,2108.0,0.0,0.0,0.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,0.0,1.0,1.0,1,0
2.0,74.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
2.0,0.0,0.0,0.0,1.0,1,0
0.0,0.0,0.0,0.0,1.0,1,0
0.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,0.0,1.0,1.0,1,0
0.0,0.0,0.0,0.0,0.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,2433.0,647.0,0.0,0.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,0.0,1.0,1.0,0,0
56.0,0.0,0.0,0.0,1.0,1,0
555.0,0.0,0.0,0.0,0.0,0,0
5.0,24.0,0.0,0.0,0.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,0.0,1.0,1.0,0,0
0.0,0.0,0.0,1.0,1.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,588.0,0.0,0.0,1.0,0,0
6.0,2.0,373.0,0.0,1.0,0,0
24.0,0.0,0.0,0.0,0.0,1,0
12.0,2.0,0.0,0.0,1.0,0,0
0.0,0.0,16.0,0.0,1.0,1,0
0.0,0.0,0.0,1.0,1.0,0,0
0.0,2008.0,175.0,0.0,0.0,1,0
1483.0,0.0,0.0,0.0,0.0,0,0
0.0,696.0,0.0,0.0,1.0,0,0
0.0,5.0,0.0,0.0,1.0,0,0
180.0,0.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,1.0,1,0
0.0,0.0,0.0,1.0,1.0,0,0
3839.0,4.0,2.0,0.0,0.0,0,0
444.0,0.0,0.0,0.0,1.0,0,0
180.0,1181.0,0.0,0.0,0.0,0,0
1.0,793.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,1.0,0,0
5.0,287.0,0.0,0.0,1.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
426.0,2.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,0.0,1.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,7629.0,0.0,0.0,0,0
0.0,0.0,0.0,1.0,1.0,1,0
0.0,0.0,0.0,0.0,0.0,1,0
0.0,0.0,0.0,1.0,1.0,1,0
0.0,43.0,667.0,0.0,0.0,0,0
131.0,196.0,9.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
177.0,0.0,448.0,0.0,1.0,0,0
362.0,12.0,483.0,0.0,1.0,0,0
204.0,38.0,1.0,0.0,0.0,0,0
8.0,401.0,0.0,0.0,1.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,0.0,1.0,1.0,0,0
935.0,0.0,0.0,0.0,1.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
506.0,829.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,0.0,1.0,1,0
0.0,0.0,0.0,0.0,1.0,0,0
139.0,567.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,0.0,1.0,1.0,0,0
0.0,0.0,0.0,1.0,1.0,1,0
0.0,0.0,1699.0,0.0,1.0,0,0
69.0,0.0,214.0,0.0,0.0,1,0
610.0,17.0,0.0,0.0,1.0,1,0
0.0,24.0,1686.0,0.0,1.0,0,0
0.0,0.0,0.0,0.0,1.0,1,0
0.0,0.0,0.0,1.0,1.0,0,0
909.0,0.0,0.0,0.0,1.0,0,0
0.0,0.0,149.0,0.0,1.0,0,0
201.0,0.0,11.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,1.0,1,0
0.0,0.0,0.0,1.0,1.0,0,0
183.0,0.0,1171.0,0.0,1.0,0,0
701.0,8.0,0.0,0.0,1.0,0,0
0.0,293.0,667.0,0.0,0.0,0,0
527.0,417.0,2905.0,0.0,0.0,0,0
0.0,0.0,0.0,1.0,1.0,0,0
0.0,0.0,0.0,1.0,1.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,273.0,80.0,0.0,0.0,1,0
0.0,0.0,0.0,1.0,1.0,1,0
944.0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,1.0,0,0
31.0,904.0,11213.0,0.0,0.0,0,0
0.0,0.0,552.0,0.0,1.0,0,0
505.0,0.0,0.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,904.0,0.0,1.0,0,0
0.0,0.0,0.0,0.0,1.0,1,0
0.0,1193.0,3039.0,0.0,0.0,0,0
83.0,654.0,3.0,0.0,1.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
0.0,0.0,0.0,0.0,1.0,1,0
0.0,938.0,44.0,0.0,1.0,0,0
125.0,180.0,1.0,0.0,1.0,1,0
0.0,0.0,0.0,1.0,0.0,1,0
1.0,55.0,15.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,1.0,0,0
639.0,0.0,0.0,0.0,0.0,1,0
0.0,0.0,749.0,0.0,1.0,0,0
0.0,0.0,909.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
330.0,0.0,0.0,0.0,0.0,0,0
0.0,745.0,22.0,0.0,1.0,0,0
0.0,0.0,0.0,1.0,0.0,1,0
